/Users/lualakol/Library/Python/3.9/lib/python/site-packages/pandas_ta/__init__.py:7: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import get_distribution, DistributionNotFound
2025-12-05 18:30:54,218 - [317/400] MUBARAKUSDT ⚠️ No valid setup
2025-12-05 18:30:55,120 - [318/400] MUSDT ⚠️ No valid setup
2025-12-05 18:30:55,930 - [319/400] MYXUSDT ⚠️ No valid setup
2025-12-05 18:30:57,548 - [320/400] NAORISUSDT ⚠️ No valid setup
2025-12-05 18:30:59,247 - [321/400] NEARUSDT ⚠️ No valid setup
2025-12-05 18:31:00,285 - [322/400] NEOUSDT ⚠️ No valid setup
2025-12-05 18:31:01,279 - [323/400] NEWTUSDT ⚠️ No valid setup
2025-12-05 18:31:02,231 - [324/400] NFPUSDT ⚠️ No valid setup
2025-12-05 18:31:03,109 - [325/400] NILUSDT ⚠️ No valid setup
2025-12-05 18:31:03,910 - [326/400] NKNUSDT ⚠️ No valid setup
2025-12-05 18:31:04,727 - [327/400] NMRUSDT ⚠️ No valid setup
2025-12-05 18:31:05,568 - [328/400] NOMUSDT ⚠️ No valid setup
2025-12-05 18:31:06,367 - [329/400] NOTUSDT ⚠️ No valid setup
2025-12-05 18:31:07,958 - [330/400] NSUSDT ⚠️ No valid setup
2025-12-05 18:31:08,796 - [331/400] NTRNUSDT ⚠️ No valid setup
2025-12-05 18:31:09,626 - [332/400] NXPCUSDT ⚠️ No valid setup
2025-12-05 18:31:10,451 - [333/400] OBOLUSDT ⚠️ No valid setup
2025-12-05 18:31:11,227 - [334/400] OBTUSDT ⚠️ No valid setup
2025-12-05 18:31:12,008 - [335/400] OGNUSDT ⚠️ No valid setup
2025-12-05 18:31:13,537 - [336/400] OGUSDT ⚠️ No valid setup
2025-12-05 18:31:15,238 - [337/400] OKBUSDT ⚠️ No valid setup
2025-12-05 18:31:16,859 - [338/400] OLUSDT ⚠️ No valid setup
2025-12-05 18:31:18,416 - [339/400] OMUSDT ⚠️ No valid setup
2025-12-05 18:31:19,212 - [340/400] ONDOUSDT ⚠️ No valid setup
2025-12-05 18:31:20,750 - [341/400] ONEUSDT ⚠️ No valid setup
2025-12-05 18:31:21,526 - [342/400] ONGUSDT ⚠️ No valid setup
2025-12-05 18:31:22,469 - [343/400] ONTUSDT ⚠️ No valid setup
2025-12-05 18:31:23,315 - [344/400] OPENUSDT ⚠️ No valid setup
2025-12-05 18:31:24,885 - [345/400] OPUSDT ⚠️ No valid setup
2025-12-05 18:31:25,714 - [346/400] ORBSUSDT ⚠️ No valid setup
2025-12-05 18:31:26,835 - [347/400] ORCAUSDT ⚠️ No valid setup
2025-12-05 18:31:27,648 - [348/400] ORDERUSDT ⚠️ No valid setup
2025-12-05 18:31:28,440 - [349/400] ORDIUSDT ⚠️ No valid setup
2025-12-05 18:31:30,253 - [350/400] OXTUSDT ⚠️ No valid setup
2025-12-05 18:31:31,050 - [351/400] PARTIUSDT ⚠️ No valid setup
2025-12-05 18:31:32,591 - [352/400] PAXGUSDT ⚠️ No valid setup
2025-12-05 18:31:33,471 - [353/400] PEAQUSDT ⚠️ No valid setup
2025-12-05 18:31:34,258 - [354/400] PENDLEUSDT ⚠️ No valid setup
2025-12-05 18:31:36,345 - [355/400] PENGUUSDT ⚠️ No valid setup
2025-12-05 18:31:37,412 - [356/400] PEOPLEUSDT ⚠️ No valid setup
2025-12-05 18:31:40,955 - [357/400] PHAUSDT ⚠️ No valid setup
2025-12-05 18:31:41,785 - [358/400] PHBUSDT ⚠️ No valid setup
2025-12-05 18:31:42,578 - [359/400] PIEVERSEUSDT ⚠️ No valid setup
2025-12-05 18:31:43,366 - [360/400] PIGGYUSDT ⚠️ No valid setup
2025-12-05 18:31:44,192 - [361/400] PIPPINUSDT ⚠️ No valid setup
2025-12-05 18:31:45,748 - [362/400] PIXELUSDT ⚠️ No valid setup
2025-12-05 18:31:46,814 - [363/400] PLUMEUSDT ⚠️ No valid setup
2025-12-05 18:31:47,633 - [364/400] PNUTUSDT ⚠️ No valid setup
2025-12-05 18:31:49,333 - [365/400] POLUSDT ⚠️ No valid setup
2025-12-05 18:31:50,211 - [366/400] POLYXUSDT ⚠️ No valid setup
2025-12-05 18:31:51,280 - [367/400] PONKEUSDT ⚠️ No valid setup
2025-12-05 18:31:52,098 - [368/400] POPCATUSDT ⚠️ No valid setup
2025-12-05 18:31:52,917 - [369/400] PORTALUSDT ⚠️ No valid setup
2025-12-05 18:31:53,837 - [370/400] POWRUSDT ⚠️ No valid setup
2025-12-05 18:31:54,666 - [371/400] PRCLUSDT ⚠️ No valid setup
2025-12-05 18:31:55,469 - [372/400] PROMPTUSDT ⚠️ No valid setup
2025-12-05 18:31:56,282 - [373/400] PROMUSDT ⚠️ No valid setup
2025-12-05 18:31:57,956 - [374/400] PROVEUSDT ⚠️ No valid setup
2025-12-05 18:31:58,796 - [375/400] PTBUSDT ⚠️ No valid setup
2025-12-05 18:31:59,600 - [376/400] PUFFERUSDT ⚠️ No valid setup
2025-12-05 18:32:00,389 - [377/400] PUMPBTCUSDT ⚠️ No valid setup
2025-12-05 18:32:01,227 - [378/400] PUMPFUNUSDT ⚠️ No valid setup
2025-12-05 18:32:02,025 - [379/400] PUNDIXUSDT ⚠️ No valid setup
2025-12-05 18:32:03,605 - [380/400] PYRUSDT ⚠️ No valid setup
2025-12-05 18:32:04,390 - [381/400] PYTHUSDT ⚠️ No valid setup
2025-12-05 18:32:05,688 - [382/400] QNTUSDT ⚠️ No valid setup
2025-12-05 18:32:06,472 - [383/400] QTUMUSDT ⚠️ No valid setup
2025-12-05 18:32:07,247 - [384/400] QUSDT ⚠️ No valid setup
2025-12-05 18:32:08,799 - [385/400] RAREUSDT ⚠️ No valid setup
2025-12-05 18:32:09,597 - [386/400] RAYDIUMUSDT ⚠️ No valid setup
2025-12-05 18:32:11,174 - [387/400] RDNTUSDT ⚠️ No valid setup
2025-12-05 18:32:13,030 - [388/400] RECALLUSDT ⚠️ No valid setup
2025-12-05 18:32:14,617 - [389/400] REDUSDT ⚠️ No valid setup
2025-12-05 18:32:16,259 - [390/400] RENDERUSDT ⚠️ No valid setup
2025-12-05 18:32:17,055 - [391/400] REQUSDT ⚠️ No valid setup
2025-12-05 18:32:17,858 - [392/400] RESOLVUSDT ⚠️ No valid setup
2025-12-05 18:32:18,716 - [393/400] REZUSDT ⚠️ No valid setup
2025-12-05 18:32:19,496 - [394/400] RIVERUSDT ⚠️ No valid setup
2025-12-05 18:32:20,338 - [395/400] RLCUSDT ⚠️ No valid setup
2025-12-05 18:32:21,131 - [396/400] RLSUSDT ⚠️ No valid setup
2025-12-05 18:32:21,926 - [397/400] RLUSDUSDT ⚠️ No valid setup
2025-12-05 18:32:23,472 - [398/400] ROAMUSDT ⚠️ No valid setup
2025-12-05 18:32:25,065 - [399/400] RONINUSDT ⚠️ No valid setup
2025-12-05 18:32:25,854 - [400/400] ROSEUSDT ⚠️ No valid setup
2025-12-05 18:32:26,355 - 
==================================================
2025-12-05 18:32:26,356 - ✅ BACKTEST COMPLETE
2025-12-05 18:32:26,356 - 📊 Winners: 0 / 400
